model,eval,rung,method,window,prr_mean,prr_std,n_seeds,degenerate_seeds,layers
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L28,ref,-0.165406,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L29,ref,-0.159802,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L3,ref,-0.151942,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L30,ref,-0.152413,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L32,ref,-0.079996,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L4,ref,-0.125132,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L5,ref,-0.11456,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L6,ref,-0.131504,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L7,ref,-0.140461,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L8,ref,-0.138945,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,rmd_mean_L9,ref,-0.124406,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,satmd_alllayer,ref,0.180141,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,satrmd_alllayer,ref,0.313139,0.0,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,huq_satmd_alllayer,ref,0.15536,0.021451,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,huq_satrmd_alllayer,ref,-0.115498,0.054814,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L0,ref,-0.0903,0.003527,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L1,ref,-0.080546,0.00407,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L10,ref,0.125279,0.030262,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L11,ref,0.139662,0.023887,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L12,ref,0.154638,0.017189,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L13,ref,0.114203,0.022928,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L14,ref,0.116922,0.019534,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L15,ref,0.114524,0.028153,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L16,ref,0.097758,0.036234,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L17,ref,0.046013,0.038404,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L18,ref,0.123986,0.04193,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L19,ref,0.129433,0.036277,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L2,ref,-0.037348,0.005955,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L20,ref,0.155025,0.028518,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L21,ref,0.177217,0.029734,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L22,ref,0.161351,0.030599,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L23,ref,0.17692,0.029119,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L24,ref,0.148179,0.032955,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L25,ref,0.140595,0.028322,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L26,ref,0.136678,0.029217,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L27,ref,0.127017,0.030268,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L28,ref,0.116621,0.029117,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L29,ref,0.123866,0.030518,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L3,ref,0.059897,0.015674,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L30,ref,0.133008,0.028557,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L32,ref,-0.192806,0.004601,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L4,ref,0.0409,0.023622,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L5,ref,0.033952,0.027569,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L6,ref,0.024969,0.033355,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L7,ref,0.055532,0.031286,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L8,ref,0.097766,0.031711,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,md_mean_L9,ref,0.138481,0.027555,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L0,ref,-0.010437,0.004019,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L1,ref,-0.018528,0.014008,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L10,ref,0.038446,0.067217,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L11,ref,0.076685,0.0708,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L12,ref,0.128235,0.055296,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L13,ref,0.13368,0.05728,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L14,ref,0.176097,0.071264,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L15,ref,0.107937,0.049097,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L16,ref,0.095601,0.051466,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L17,ref,-0.045832,0.051524,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L18,ref,-0.112327,0.042402,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L19,ref,-0.064442,0.03651,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L2,ref,-0.071833,0.009027,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L20,ref,-0.082137,0.02997,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L21,ref,-0.072062,0.023959,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L22,ref,-0.063574,0.022725,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L23,ref,-0.071685,0.020966,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L24,ref,-0.065362,0.016999,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L25,ref,-0.056587,0.016063,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L26,ref,-0.052842,0.016859,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L27,ref,-0.055617,0.014822,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L28,ref,-0.056816,0.014488,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L29,ref,-0.049675,0.014008,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L3,ref,-0.055654,0.018592,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L30,ref,-0.058097,0.011566,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L32,ref,0.015589,0.021061,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L4,ref,-0.050125,0.036367,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L5,ref,-0.011785,0.039103,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L6,ref,-0.04629,0.036599,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L7,ref,-0.03799,0.056286,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L8,ref,-0.03577,0.051358,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,rmd_mean_L9,ref,-0.02921,0.052749,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,satmd_alllayer,ref,0.171584,0.013353,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,satrmd_alllayer,ref,-0.104263,0.046737,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,huq_satmd_alllayer,ref,-0.04514,0.033528,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,huq_satrmd_alllayer,ref,-0.062899,0.015684,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L0,ref,-0.110894,0.005444,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L1,ref,-0.117027,0.001661,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L10,ref,-0.029844,0.002826,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L11,ref,-0.00745,0.004806,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L12,ref,0.011595,0.003144,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L13,ref,-0.02417,0.004403,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L14,ref,-0.06899,0.003307,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L15,ref,-0.063541,0.000859,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L16,ref,-0.076982,0.002358,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L17,ref,-0.076333,0.002476,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L18,ref,-0.046021,0.003338,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L19,ref,-0.028564,0.003221,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L2,ref,-0.079193,0.002043,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L20,ref,-0.000996,0.002267,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L21,ref,0.015579,0.007023,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L22,ref,0.019692,0.006796,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L23,ref,0.061992,0.008379,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L24,ref,0.034752,0.008549,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L25,ref,0.030721,0.008997,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L26,ref,0.032657,0.009178,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L27,ref,0.021985,0.005594,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L28,ref,0.01197,0.005159,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L29,ref,0.018834,0.005058,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L3,ref,0.014914,0.00401,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L30,ref,0.038638,0.006513,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L32,ref,-0.228528,0.001532,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L4,ref,-0.024925,0.004659,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L5,ref,-0.055758,0.002412,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L6,ref,-0.078629,0.002931,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L7,ref,-0.06128,0.002122,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,md_mean_L8,ref,-0.035593,0.000647,3,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32
